GMT +0,FIT 101,LIT 101,MV 101,P1_STATE,P101 Status,P102 Status,AIT 201,AIT 202,AIT 203,FIT 201,LS 201,LS 202,LSL 203,LSLL 203,MV201,P2_STATE,P201 Status,P202 Status,P203 Status,P204 Status,P205 Status,P206 Status,P207 Status,P208 Status,AIT 301,AIT 302,AIT 303,DPIT 301,FIT 301,LIT 301,MV 301,MV 302,MV 303,MV 304,P3_STATE,P301 Status,P302 Status,AIT 401,AIT 402,FIT 401,LIT 401,LS 401,P4_STATE,P401 Status,P402 Status,P403 Status,P404 Status,UV401,AIT 501,AIT 502,AIT 503,AIT 504,FIT 501,FIT 502,FIT 503,FIT 504,MV 501,MV 502,MV 503,MV 504,P5_STATE,P501 Status,P502 Status,PIT 501,PIT 502,PIT 503,FIT 601,LSH 601,LSH 602,LSH 603,LSL 601,LSL 602,LSL 603,P6 STATE,P601 Status,P602 Status,P603 Status,GMT +8,GMT_12hr,GMT_12hr_dt,Attack
2019-07-20 04:30:54+00:00,0.0,705.136536,1,3,2,1,142.527557,9.295566,206.741867,2.33556533,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.561624,261.29715,143.158966,1.19085729,0.000512443,758.659668,1,1,1,1,99,1,1,0,83.87593,0.7819963,993.1684,Inactive,4,2,1,1,1,2,7.48353,140.938217,1016.27789,37.52884,0.7847988,0.322402984,0.6238838,0.212727785,2,2,1,1,12,2,1,166.704056,2.97952771,119.280312,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:30:54+08:00,2019-07-20 12:30:54 PM,2019-07-20 12:30:54,0
2019-07-20 04:30:55+00:00,0.0,704.901,1,3,2,1,142.527557,9.294925,206.9982,2.3364625,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.561624,261.373962,143.158966,1.19085729,0.000512443,759.180359,1,1,1,1,99,1,1,0,83.87593,0.7832768,992.7839,Inactive,4,2,1,1,1,2,7.48353,140.528076,1016.27789,37.52884,0.7858242,0.319841176,0.622475445,0.212727785,2,2,1,1,12,2,1,166.704056,2.97952771,119.280312,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:30:55+08:00,2019-07-20 12:30:55 PM,2019-07-20 12:30:55,0
2019-07-20 04:31:13+00:00,0.0,695.8336,1,3,2,1,142.527557,9.301333,209.433472,2.33454013,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.568699,263.0386,143.607132,1.19725978,0.000512443,766.1097,1,1,1,1,99,1,1,0,82.49167,0.786862135,991.6304,Inactive,4,2,1,1,1,2,7.488016,137.067413,1016.27789,35.3755455,0.7850551,0.325349063,0.6226035,0.212984011,2,2,1,1,12,2,1,166.46373,2.97952771,119.120094,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:31:13+08:00,2019-07-20 12:31:13 PM,2019-07-20 12:31:13,0
2019-07-20 04:31:23+00:00,0.0,691.947632,1,3,2,1,142.527557,9.294925,210.099976,2.336078,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.561207,263.0386,143.190979,1.19725978,0.000512443,768.8333,1,1,1,1,99,1,1,0,80.9023361,0.7819963,990.3999,Inactive,4,2,1,1,1,2,7.485773,134.632141,1016.27789,34.9525757,0.78543967,0.3156142,0.6214512,0.214777559,2,2,1,1,12,2,1,166.175339,2.899433,118.7516,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:31:23+08:00,2019-07-20 12:31:23 PM,2019-07-20 12:31:23,0
2019-07-20 04:31:27+00:00,0.0,689.6317,1,3,2,1,142.527557,9.292682,210.663925,2.33415556,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.565369,263.0386,143.190979,1.19725978,0.000512443,769.3941,1,1,1,1,99,1,1,0,80.38964,0.783917,989.707764,Inactive,4,2,1,1,1,2,7.488016,133.888748,1016.27789,34.6449623,0.78543967,0.320097357,0.6223474,0.212663725,2,2,1,1,12,2,1,166.175339,2.899433,118.847733,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:31:27+08:00,2019-07-20 12:31:27 PM,2019-07-20 12:31:27,0
2019-07-20 04:31:41+00:00,0.0,681.9774,1,3,2,1,142.36734,9.297809,213.099213,2.33582163,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.561207,264.3191,143.190979,1.19725978,0.000512443,778.36615,1,1,1,1,99,1,1,0,79.00539,0.7845573,986.785461,Inactive,4,2,1,1,1,2,7.48545265,130.376831,1016.27789,33.4914131,0.786721349,0.322787255,0.6223474,0.21529,2,2,1,1,12,2,1,165.9991,3.04360366,118.5273,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:31:41+08:00,2019-07-20 12:31:41 PM,2019-07-20 12:31:41,0
2019-07-20 04:31:45+00:00,0.0,681.2316,1,3,2,1,142.36734,9.297809,213.816971,2.33466816,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.561207,264.8569,143.190979,1.19725978,0.000512443,782.0911,1,1,1,1,99,1,1,0,78.74904,0.7834048,985.6319,Inactive,4,2,1,1,1,2,7.484171,129.710327,1016.27789,33.22225,0.786721349,0.336236715,0.6223474,0.2134324,2,2,1,1,12,2,1,165.9991,3.04360366,118.5273,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:31:45+08:00,2019-07-20 12:31:45 PM,2019-07-20 12:31:45,0
2019-07-20 04:31:53+00:00,0.0,677.149353,1,3,2,1,142.36734,9.292361,214.842346,2.33466816,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.561207,265.3691,143.190979,1.19725978,0.000512443,785.736,1,1,1,1,99,1,1,0,78.23635,0.7845573,983.1325,Inactive,4,2,1,1,1,2,7.48993874,128.095367,1016.27789,32.8377342,0.786336839,0.346483946,0.620555043,0.212663725,2,2,1,1,12,2,1,165.886948,2.97952771,118.5273,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:31:53+08:00,2019-07-20 12:31:53 PM,2019-07-20 12:31:53,0
2019-07-20 04:31:54+00:00,0.0,676.8353,1,3,2,1,142.49551400000001,9.295886,214.842346,2.33466816,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.561207,265.420319,143.190979,1.19725978,0.000512443,785.736,1,1,1,1,99,1,1,0,78.05691,0.786349952,982.863342,Inactive,4,2,1,1,1,2,7.48993874,127.78775,1016.27789,32.8377342,0.786336839,0.333290637,0.620555043,0.212663725,2,2,1,1,12,2,1,165.886948,2.97952771,118.5273,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:31:54+08:00,2019-07-20 12:31:54 PM,2019-07-20 12:31:54,0
2019-07-20 04:31:55+00:00,0.0,676.325,1,3,2,1,142.49551400000001,9.29909,215.226868,2.33389926,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.561207,265.420319,143.190979,1.19725978,0.000512443,786.056458,1,1,1,1,99,1,1,0,78.05691,0.786349952,982.748,Inactive,4,2,1,1,1,2,7.48737526,127.608307,1016.27789,33.1838,0.786336839,0.326501876,0.620555043,0.212663725,2,2,1,1,12,2,1,165.886948,2.97952771,118.5273,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:31:55+08:00,2019-07-20 12:31:55 PM,2019-07-20 12:31:55,0
2019-07-20 04:32:03+00:00,0.0,673.302551,1,3,2,1,142.49551400000001,9.302295,216.252243,2.33479643,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.561207,265.676422,143.190979,1.21006465,0.000512443,790.141968,1,1,1,1,99,1,1,0,77.21097,0.784941435,981.209961,Inactive,4,2,1,1,1,2,7.487055,126.685463,1016.27789,32.6839256,0.787490368,0.334827721,0.621323168,0.21247156,2,2,1,1,12,2,1,165.822861,2.97952771,118.479233,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:32:03+08:00,2019-07-20 12:32:03 PM,2019-07-20 12:32:03,0
2019-07-20 04:32:08+00:00,0.0,671.37915,1,3,2,1,142.49551400000001,9.29877,216.995636,2.33082366,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.546226,266.060577,143.190979,1.200461,0.000512443,792.665344,1,1,1,1,99,1,1,0,76.59574,0.78583777,981.1715,Inactive,4,2,1,1,1,2,7.48833656,125.09613,1016.27789,32.26096,0.7860805,0.316126555,0.6206831,0.213176176,2,2,1,1,12,2,1,165.646622,2.97952771,118.238914,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:32:08+08:00,2019-07-20 12:32:08 PM,2019-07-20 12:32:08,0
2019-07-20 04:32:09+00:00,0.0,670.7904,1,3,2,1,142.49551400000001,9.297809,216.995636,2.32979846,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.546226,266.060577,143.190979,1.200461,0.000512443,792.9858,1,1,1,1,99,1,1,0,76.59574,0.78583777,981.4791,Inactive,4,2,1,1,1,2,7.48833656,124.737244,1016.27789,32.26096,0.7860805,0.330216467,0.6206831,0.213176176,2,2,1,1,12,2,1,165.646622,2.97952771,118.238914,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:32:09+08:00,2019-07-20 12:32:09 PM,2019-07-20 12:32:09,0
2019-07-20 04:32:43+00:00,0.0,654.3042,1,3,2,1,142.207123,9.301013,221.456039,2.33133626,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.555382,267.31546,143.222992,1.200461,0.000512443,807.7256,1,1,1,1,99,1,1,0,74.21174,0.785069466,975.5191,Inactive,4,2,1,1,1,2,7.49506569,117.303253,1016.27789,31.7226353,0.7860805,0.343537867,0.618506551,0.2117029,2,2,1,1,12,2,1,165.182,2.97952771,118.030632,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:32:43+08:00,2019-07-20 12:32:43 PM,2019-07-20 12:32:43,0
2019-07-20 04:32:49+00:00,0.0,652.1061,1,3,2,1,142.399384,9.304217,221.891815,2.33133626,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.555382,267.31546,143.222992,1.200461,0.000512443,810.7296,1,1,1,1,99,1,1,0,73.46834,0.789167047,974.0579,Inactive,4,2,1,1,1,2,7.494425,116.200974,1016.27789,31.7226353,0.788259447,0.319841176,0.6195308,0.21253562,2,2,1,1,12,2,1,165.182,2.97952771,117.886436,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:32:49+08:00,2019-07-20 12:32:49 PM,2019-07-20 12:32:49,0
2019-07-20 04:32:55+00:00,0.0,649.476135,1,3,2,1,142.399384,9.294925,222.481415,2.32941413,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.555382,267.31546,143.222992,1.200461,0.000512443,815.2157,1,1,1,1,99,1,1,0,72.69931,0.7859658,974.0195,Inactive,4,2,1,1,1,2,7.49186134,115.149963,1016.27789,31.5688286,0.790053844,0.336108625,0.618890643,0.21247156,2,2,1,1,12,2,1,165.085876,2.97952771,117.886436,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:32:55+08:00,2019-07-20 12:32:55 PM,2019-07-20 12:32:55,0
2019-07-20 04:33:00+00:00,0.0,647.435,1,3,2,1,142.399384,9.290118,222.789032,2.32941413,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.547058,267.802032,143.222992,1.200461,0.000512443,817.1783,1,1,1,1,99,1,1,0,72.31479,0.7859658,974.9808,Inactive,4,2,1,1,1,2,7.493143,114.201485,1016.27789,31.3381176,0.7880031,0.336621,0.619274735,0.212984011,2,2,1,1,12,2,1,164.8776,2.97952771,117.806335,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:33:00+08:00,2019-07-20 12:33:00 PM,2019-07-20 12:33:00,0
2019-07-20 04:33:09+00:00,0.0,640.1732,1,3,2,1,142.399384,9.286914,224.1733,2.32941413,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.548306,268.365448,143.222992,1.200461,0.000512443,820.3826,1,1,1,1,99,1,1,0,71.77647,0.788398743,975.1346,Inactive,4,2,1,1,1,2,7.493143,112.458344,1016.27789,31.5688286,0.7913356,0.347380549,0.6167142,0.211895064,2,2,1,1,12,2,1,164.765442,2.97952771,117.6301,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:33:09+08:00,2019-07-20 12:33:09 PM,2019-07-20 12:33:09,0
2019-07-20 04:33:13+00:00,0.0,639.152649,1,3,2,1,142.399384,9.286914,224.788513,2.32787633,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.549971,268.365448,143.222992,1.21006465,0.000512443,822.0649,1,1,1,1,99,1,1,0,71.46886,0.7896792,974.673157,Inactive,4,2,1,1,1,2,7.493143,111.714943,1016.27789,31.37657,0.7913356,0.330088377,0.6167142,0.211895064,2,2,1,1,12,2,1,164.765442,2.97952771,117.6301,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:33:13+08:00,2019-07-20 12:33:13 PM,2019-07-20 12:33:13,0
2019-07-20 04:33:14+00:00,0.0,638.2498,1,3,2,1,142.399384,9.290759,224.788513,2.32787633,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.549971,268.67276,143.222992,1.21006465,0.000512443,823.4267,1,1,1,1,99,1,1,0,71.34068,0.7896792,974.36554,Inactive,4,2,1,1,1,2,7.493143,111.689308,1016.27789,31.37657,0.790822864,0.325861424,0.6167142,0.211895064,2,2,1,1,12,2,1,164.765442,2.97952771,117.6301,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:33:14+08:00,2019-07-20 12:33:14 PM,2019-07-20 12:33:14,0
2019-07-20 04:33:16+00:00,0.0,637.425537,1,3,2,1,142.399384,9.290759,225.2243,2.32697916,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.549971,268.6984,143.222992,1.21006465,0.000512443,824.4681,1,1,1,1,99,1,1,0,71.1356049,0.7896792,973.9041,Inactive,4,2,1,1,1,2,7.48897743,111.304794,1016.27789,31.37657,0.790822864,0.3298322,0.6167142,0.211895064,2,2,1,1,12,2,1,164.573181,3.0916605,117.6301,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:33:16+08:00,2019-07-20 12:33:16 PM,2019-07-20 12:33:16,0
2019-07-20 04:33:31+00:00,0.0,630.7918,1,3,2,1,142.399384,9.28371,226.967438,2.33005476,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.550387,269.184967,143.222992,1.21006465,0.000512443,831.7579,1,1,1,1,99,1,1,0,70.00769,0.7882707,969.7898,Inactive,4,2,1,1,1,2,7.50019264,109.2284,1016.27789,31.2612152,0.7924891,0.343922138,0.6167142,0.212215349,2,2,1,1,12,2,1,164.557159,3.02758455,117.533966,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:33:31+08:00,2019-07-20 12:33:31 PM,2019-07-20 12:33:31,0
2019-07-20 04:33:40+00:00,0.0,624.2759,1,3,2,1,142.399384,9.286914,228.095367,2.32697916,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.554965,269.697174,143.126953,1.21006465,0.000512443,837.445557,1,1,1,1,99,1,1,0,69.39246,0.7896792,967.252,Inactive,4,2,1,1,1,2,7.50307655,107.48526,1016.27789,31.2612152,0.7940272,0.336749077,0.6167142,0.211895064,2,2,1,1,12,2,1,164.2047,3.02758455,117.213531,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:33:40+08:00,2019-07-20 12:33:40 PM,2019-07-20 12:33:40,0
2019-07-20 04:33:59+00:00,0.0,618.2702,1,3,2,1,142.399384,9.302936,230.197388,2.32967043,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.547058,270.132538,143.287018,1.21006465,0.000512443,844.0144,1,1,1,1,99,1,1,0,68.0082,0.789039,967.0213,Inactive,4,2,1,1,1,2,7.49859047,104.255318,1016.27789,30.7997952,0.7927455,0.316382736,0.6167142,0.211895064,2,2,1,1,12,2,1,163.9804,3.02758455,117.085365,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:33:59+08:00,2019-07-20 12:33:59 PM,2019-07-20 12:33:59,0
2019-07-20 04:34:11+00:00,0.0,613.5991,1,3,2,1,142.399384,9.308382,231.479111,2.33108,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.558294,270.747162,143.287018,1.21006465,0.000512443,849.702,1,1,1,1,99,1,1,0,67.36734,0.7935207,965.0218,Inactive,4,2,1,1,1,2,7.49634743,102.973595,1016.27789,30.7997952,0.7956934,0.336621,0.6167142,0.211895064,2,2,1,1,12,2,1,163.8362,3.02758455,116.973213,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:34:11+08:00,2019-07-20 12:34:11 PM,2019-07-20 12:34:11,0
2019-07-20 04:34:13+00:00,0.0,612.578552,1,3,2,1,142.399384,9.302615,231.684189,2.32954216,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.555382,270.747162,143.287018,1.21006465,0.000512443,849.9023,1,1,1,1,99,1,1,0,67.36734,0.7935207,964.7911,Inactive,4,2,1,1,1,2,7.49634743,102.614716,1016.27789,30.68444,0.794155359,0.3259895,0.615946,0.211895064,2,2,1,1,12,2,1,163.8362,3.02758455,116.973213,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:34:13+08:00,2019-07-20 12:34:13 PM,2019-07-20 12:34:13,0
2019-07-20 04:34:16+00:00,0.0,611.243958,1,3,2,1,142.399384,9.302615,232.1456,2.32813263,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.554132,270.747162,143.287018,1.21006465,0.000512443,849.9023,1,1,1,1,99,1,1,0,67.0340958,0.7935207,963.8682,Inactive,4,2,1,1,1,2,7.49634743,102.3071,1016.27789,30.4921818,0.79338634,0.336749077,0.614921749,0.211895064,2,2,1,1,12,2,1,163.67598,3.02758455,116.909126,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:34:16+08:00,2019-07-20 12:34:16 PM,2019-07-20 12:34:16,0
2019-07-20 04:34:38+00:00,0.0,602.0981,1,3,2,1,142.399384,9.284991,233.786209,2.32492876,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.552884,271.566681,143.287018,1.21006465,0.000512443,863.4805,1,1,1,1,99,1,1,0,65.2909546,0.7958256,960.599854,Inactive,4,2,1,1,1,2,7.50724173,99.71802,1016.27789,30.1845684,0.7958216,0.346099675,0.6146657,0.211895064,2,2,1,1,12,2,1,163.563828,3.02758455,116.748909,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 12:34:38+08:00,2019-07-20 12:34:38 PM,2019-07-20 12:34:38,0
