timestamp,sensor_name,value,is_anomaly,anomaly_score,detection_method,severity,attack_type
2019-07-20 07:09:32.719009+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:33.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:34.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:35.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:36.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:37.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:38.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:39.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:40.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:41.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:42.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:43.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:44.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:45.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:46.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:47.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:48.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:49.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:50.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:51.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:52.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:53.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:54.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:55.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:56.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:57.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:58.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:09:59.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:00.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:01.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:02.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:03.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:04.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:05.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:06.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:07.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:08.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:09.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:10.007003+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:11.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:12.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:13.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:14.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:15.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:16.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:17.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:18.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:19.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:20.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:21.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:22.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:23.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:24.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:25.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:26.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:27.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:28.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:29.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:10:30.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:00.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:01.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:02.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:03.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:04.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:05.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:06.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:07.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:08.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:09.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:10.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:11.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:12.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:13.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:14.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:15.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:16.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:17.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:18.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:19.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:20.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:21.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:22.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:23.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:24.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:25.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:26.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:27.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:28.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:29.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:30.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:31.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:32.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:33.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:34.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:35.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:36.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:37.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:38.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:39.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:40.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:41.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:42.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:43.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:44.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:45.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:46.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:47.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:48.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:49.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:50.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:51.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:52.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:53.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:54.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:55.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:56.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:57.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:58.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:15:59.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:00.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:01.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:02.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:03.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:04.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:05.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:06.003005+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:07.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:08.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:09.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:10.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:11.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:12.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:13.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:14.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:15.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:16.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:17.002014+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:18.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:19.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:20.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:21.001007+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:22.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:23.005004+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
2019-07-20 07:16:24.004013+00:00,"P101.Status,FIT101.Pv",0.0,True,10.0,rule_based_logic,high,PUMP_FLOW_MISMATCH
